"source","target","value","color","width"
"BRONCOESPASMO","VOMITOS Y FIEBRE",13,"#8080006E",0.432411982084314
"BRONCOESPASMO","BRONCOESPASMO LEVE",44,"#8080009C",0.610227533386363
"BRONCOESPASMO","QUEMADURA CUTANEA",13,"#8080006E",0.432411982084314
"BRONCOESPASMO","RESFRIO",29,"#8080008C",0.549427211241517
"BRONCOESPASMO","LLANTO",11,"#80800068",0.408048602088398
"BRONCOESPASMO","FISIOTERAPIA RESPIRATORIA",35,"#80800093",0.576852987656526
"BRONCOESPASMO","CONTROL POR SALUD MENTAL PEDIATRICA",12,"#8080006B",0.420738451880701
"ERUPCION CUTANEA","MALESTAR GENERAL",59,"#808000A7",0.653009750774848
"ERUPCION CUTANEA","INFECCION DEL TRACTO URINARIO",20,"#8080007E",0.495237909996648
"ERUPCION CUTANEA","CATARRO DE LAS VIAS AEREAS SUPERIORES",105,"#808000BC",0.737075999928102
"ERUPCION CUTANEA","OTITIS MEDIA AGUDA",33,"#80800091",0.568271614359975
"ERUPCION CUTANEA","CEFALEA",13,"#8080006E",0.432411982084314
"ERUPCION CUTANEA","OTALGIA",38,"#80800096",0.588846696409764
"ERUPCION CUTANEA","VOMITOS",53,"#808000A3",0.637368926342829
"ERUPCION CUTANEA","TRAUMATISMO ENCEFALOCRANEANO",29,"#8080008C",0.549427211241517
"ERUPCION CUTANEA","TOS",118,"#808000C0",0.75409921642383
"ERUPCION CUTANEA","NEUMONIA",14,"#80800071",0.443219982917986
"ERUPCION CUTANEA","CONTROL DE SALUD",55,"#808000A4",0.642771072475921
"ERUPCION CUTANEA","IRRITACION OCULAR",21,"#80800080",0.50235352954058
"ERUPCION CUTANEA","VARICELA",18,"#8080007A",0.479871998503295
"ERUPCION CUTANEA","CONTROL POR OFTALMOLOGIA",11,"#80800068",0.408048602088398
"ERUPCION CUTANEA","CONJUNTIVITIS",19,"#8080007C",0.487757230760782
"ERUPCION CUTANEA","FARINGITIS",45,"#8080009C",0.613505003241836
"ERUPCION CUTANEA","REACCION ALERGICA",17,"#80800078",0.471535942793228
"ERUPCION CUTANEA","HERPANGINA",11,"#80800068",0.408048602088398
"ERUPCION CUTANEA","DERMATITIS",17,"#80800078",0.471535942793228
"ERUPCION CUTANEA","LARINGITIS",12,"#8080006B",0.420738451880701
"ERUPCION CUTANEA","GASTROENTERITIS",21,"#80800080",0.50235352954058
"ERUPCION CUTANEA","TOS CON FIEBRE",16,"#80800076",0.462694370907089
"ERUPCION CUTANEA","URTICARIA",18,"#8080007A",0.479871998503295
"ERUPCION CUTANEA","BRONQUIOLITIS",21,"#80800080",0.50235352954058
"ERUPCION CUTANEA","APLASIA MEDULAR",16,"#80800076",0.462694370907089
"MALESTAR GENERAL","INFECCION DEL TRACTO URINARIO",89,"#808000B6",0.712964940532804
"MALESTAR GENERAL","CATARRO DE LAS VIAS AEREAS SUPERIORES",123,"#808000C2",0.760151589916212
"MALESTAR GENERAL","OTITIS MEDIA AGUDA",28,"#8080008B",0.544309448566968
"MALESTAR GENERAL","CEFALEA",49,"#808000A0",0.625924526226847
"MALESTAR GENERAL","CERVICALGIA",18,"#8080007A",0.479871998503295
"MALESTAR GENERAL","OTALGIA",51,"#808000A1",0.631758955064804
"MALESTAR GENERAL","GASTROENTERITIS AGUDA",29,"#8080008C",0.549427211241517
"MALESTAR GENERAL","PALPITACIONES",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","CONTRACCIONES UTERINAS",18,"#8080007A",0.479871998503295
"MALESTAR GENERAL","HIPERTENSION ARTERIAL",66,"#808000AB",0.669361080008957
"MALESTAR GENERAL","VOMITOS",72,"#808000AE",0.682050929801259
"MALESTAR GENERAL","TRAUMATISMO ENCEFALOCRANEANO",41,"#80800099",0.599928577644636
"MALESTAR GENERAL","HEMATURIA",16,"#80800076",0.462694370907089
"MALESTAR GENERAL","TOS",146,"#808000C8",0.78515203107827
"MALESTAR GENERAL","NEUMONIA",44,"#8080009C",0.610227533386363
"MALESTAR GENERAL","CONTROL DE SALUD",174,"#808000CF",0.810739689162076
"MALESTAR GENERAL","FARINGITIS AGUDA",15,"#80800074",0.453281990970259
"MALESTAR GENERAL","GRIPE",20,"#8080007E",0.495237909996648
"MALESTAR GENERAL","IRRITACION OCULAR",43,"#8080009B",0.606874712833901
"MALESTAR GENERAL","ANEMIA",48,"#8080009F",0.622917383178665
"MALESTAR GENERAL","CONTROL POR OFTALMOLOGIA",25,"#80800087",0.527781449086206
"MALESTAR GENERAL","CONJUNTIVITIS",36,"#80800094",0.580961464152277
"MALESTAR GENERAL","FARINGITIS",66,"#808000AB",0.669361080008957
"MALESTAR GENERAL","LUMBALGIA",54,"#808000A3",0.640095010774871
"MALESTAR GENERAL","COLICO ABDOMINAL",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","REACCION ALERGICA",19,"#8080007C",0.487757230760782
"MALESTAR GENERAL","DOLOR TORACICO",19,"#8080007C",0.487757230760782
"MALESTAR GENERAL","DIFICULTAD RESPIRATORIA",22,"#80800082",0.509138067737381
"MALESTAR GENERAL","ALERGIA",16,"#80800076",0.462694370907089
"MALESTAR GENERAL","ESTADO POSOPERATORIO",50,"#808000A0",0.628870914735188
"MALESTAR GENERAL","ANGUSTIA",15,"#80800074",0.453281990970259
"MALESTAR GENERAL","TRAUMATISMO DEL PIE",19,"#8080007C",0.487757230760782
"MALESTAR GENERAL","LARINGITIS",26,"#80800088",0.533501447733296
"MALESTAR GENERAL","INSUFICIENCIA CARDIACA CONGESTIVA",16,"#80800076",0.462694370907089
"MALESTAR GENERAL","CUADRO GRIPAL",27,"#80800089",0.539005545125889
"MALESTAR GENERAL","DISURIA",12,"#8080006B",0.420738451880701
"MALESTAR GENERAL","GASTROENTERITIS",39,"#80800097",0.59263499435589
"MALESTAR GENERAL","ODINOFAGIA",24,"#80800085",0.521827917529683
"MALESTAR GENERAL","PODALGIA",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","NEUTROPENIA FEBRIL",15,"#80800074",0.453281990970259
"MALESTAR GENERAL","INSUFICIENCIA RENAL CRONICA",26,"#80800088",0.533501447733296
"MALESTAR GENERAL","CONTRACTURA CERVICAL",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","TOS CON FIEBRE",21,"#80800080",0.50235352954058
"MALESTAR GENERAL","GONALGIA",15,"#80800074",0.453281990970259
"MALESTAR GENERAL","DESHIDRATACION",12,"#8080006B",0.420738451880701
"MALESTAR GENERAL","MAREO",14,"#80800071",0.443219982917986
"MALESTAR GENERAL","BRONQUITIS",29,"#8080008C",0.549427211241517
"MALESTAR GENERAL","DIARREA Y VOMITOS",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","BRONQUIOLITIS",24,"#80800085",0.521827917529683
"MALESTAR GENERAL","REHABILITACION KINESICA",53,"#808000A3",0.637368926342829
"MALESTAR GENERAL","LEUCEMIA LINFOIDE AGUDA",16,"#80800076",0.462694370907089
"MALESTAR GENERAL","EVALUACION AUDIOLOGICA",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","DISLIPIDEMIA",13,"#8080006E",0.432411982084314
"MALESTAR GENERAL","OTITIS",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","EVALUACION INICIAL DEL PACIENTE",14,"#80800071",0.443219982917986
"MALESTAR GENERAL","PREQUIRURGICO",31,"#8080008F",0.559153566048329
"MALESTAR GENERAL","PUERPERIO",22,"#80800082",0.509138067737381
"MALESTAR GENERAL","BRONCOESPASMO LEVE",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","ACCIDENTE CEREBROVASCULAR ISQUEMICO",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","LEUCEMIA LINFOBLASTICA AGUDA",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","RESFRIO",17,"#80800078",0.471535942793228
"MALESTAR GENERAL","LLANTO",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","FISIOTERAPIA RESPIRATORIA",34,"#80800092",0.57262540844221
"MALESTAR GENERAL","INSUFICIENCIA RENAL AGUDA",17,"#80800078",0.471535942793228
"MALESTAR GENERAL","ANTIBIOTICOTERAPIA",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","ESTADO DE QUIMIOTERAPIA",28,"#8080008B",0.544309448566968
"MALESTAR GENERAL","APLASIA MEDULAR",17,"#80800078",0.471535942793228
"MALESTAR GENERAL","INSUFICIENCIA RENAL",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","ESTRE—IMIENTO",20,"#8080007E",0.495237909996648
"MALESTAR GENERAL","APOYO NUTRICIONAL",11,"#80800068",0.408048602088398
"MALESTAR GENERAL","MEDICINA TRANSFUSIONAL",32,"#80800090",0.563783836556071
"MALESTAR GENERAL","HIPOGAMMAGLOBULINEMIA",12,"#8080006B",0.420738451880701
"MALESTAR GENERAL","OSTEOMIELITIS",13,"#8080006E",0.432411982084314
"INFECCION DEL TRACTO URINARIO","CISTITIS",12,"#8080006B",0.420738451880701
"INFECCION DEL TRACTO URINARIO","CATARRO DE LAS VIAS AEREAS SUPERIORES",26,"#80800088",0.533501447733296
"INFECCION DEL TRACTO URINARIO","INFECCION URINARIA BAJA",38,"#80800096",0.588846696409764
"INFECCION DEL TRACTO URINARIO","CEFALEA",19,"#8080007C",0.487757230760782
"INFECCION DEL TRACTO URINARIO","OTALGIA",14,"#80800071",0.443219982917986
"INFECCION DEL TRACTO URINARIO","HIPERTENSION ARTERIAL",22,"#80800082",0.509138067737381
"INFECCION DEL TRACTO URINARIO","VOMITOS",28,"#8080008B",0.544309448566968
"INFECCION DEL TRACTO URINARIO","TRAUMATISMO ENCEFALOCRANEANO",13,"#8080006E",0.432411982084314
"INFECCION DEL TRACTO URINARIO","HEMATURIA",15,"#80800074",0.453281990970259
"INFECCION DEL TRACTO URINARIO","TOS",36,"#80800094",0.580961464152277
"INFECCION DEL TRACTO URINARIO","NEUMONIA",15,"#80800074",0.453281990970259
"INFECCION DEL TRACTO URINARIO","CONTROL DE SALUD",83,"#808000B3",0.702785837917212
"INFECCION DEL TRACTO URINARIO","GRIPE",11,"#80800068",0.408048602088398
"INFECCION DEL TRACTO URINARIO","CONTROL POR OFTALMOLOGIA",16,"#80800076",0.462694370907089
"INFECCION DEL TRACTO URINARIO","CONJUNTIVITIS",12,"#8080006B",0.420738451880701
"INFECCION DEL TRACTO URINARIO","FARINGITIS",19,"#8080007C",0.487757230760782
"INFECCION DEL TRACTO URINARIO","CAIDA DESDE SU PROPIA ALTURA",12,"#8080006B",0.420738451880701
"INFECCION DEL TRACTO URINARIO","LUMBALGIA",21,"#80800080",0.50235352954058
"INFECCION DEL TRACTO URINARIO","ESTADO POSOPERATORIO",20,"#8080007E",0.495237909996648
"INFECCION DEL TRACTO URINARIO","CUADRO GRIPAL",12,"#8080006B",0.420738451880701
"INFECCION DEL TRACTO URINARIO","DISURIA",53,"#808000A3",0.637368926342829
"INFECCION DEL TRACTO URINARIO","GASTROENTERITIS",17,"#80800078",0.471535942793228
"INFECCION DEL TRACTO URINARIO","INSUFICIENCIA RENAL CRONICA",16,"#80800076",0.462694370907089
"INFECCION DEL TRACTO URINARIO","CONTROL POR GINECOLOGIA",13,"#8080006E",0.432411982084314
"INFECCION DEL TRACTO URINARIO","REHABILITACION KINESICA",18,"#8080007A",0.479871998503295
"INFECCION DEL TRACTO URINARIO","PREQUIRURGICO",13,"#8080006E",0.432411982084314
"INFECCION DEL TRACTO URINARIO","PUERPERIO",14,"#80800071",0.443219982917986
"INFECCION DEL TRACTO URINARIO","INSUFICIENCIA RENAL AGUDA",12,"#8080006B",0.420738451880701
"INFECCION DEL TRACTO URINARIO","ESTADO DE QUIMIOTERAPIA",13,"#8080006E",0.432411982084314
"INFECCION DEL TRACTO URINARIO","INFECCION URINARIA RECURRENTE",12,"#8080006B",0.420738451880701
"INFECCION DEL TRACTO URINARIO","UROSEPSIS",12,"#8080006B",0.420738451880701
"INFECCION DEL TRACTO URINARIO","MEDICINA TRANSFUSIONAL",13,"#8080006E",0.432411982084314
"CATARRO DE LAS VIAS AEREAS SUPERIORES","OTITIS MEDIA AGUDA",56,"#808000A5",0.64539891421595
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CEFALEA",26,"#80800088",0.533501447733296
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CERVICALGIA",12,"#8080006B",0.420738451880701
"CATARRO DE LAS VIAS AEREAS SUPERIORES","OTALGIA",65,"#808000AA",0.667134452471836
"CATARRO DE LAS VIAS AEREAS SUPERIORES","GASTROENTERITIS AGUDA",20,"#8080007E",0.495237909996648
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CUADRO VIRAL",12,"#8080006B",0.420738451880701
"CATARRO DE LAS VIAS AEREAS SUPERIORES","HIPERTENSION ARTERIAL",11,"#80800068",0.408048602088398
"CATARRO DE LAS VIAS AEREAS SUPERIORES","VOMITOS",103,"#808000BB",0.73427127366575
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TRAUMATISMO ENCEFALOCRANEANO",71,"#808000AD",0.680011158498256
"CATARRO DE LAS VIAS AEREAS SUPERIORES","RECIEN NACIDO A TERMINO",19,"#8080007C",0.487757230760782
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TOS",342,"#808000E8",0.909292720952917
"CATARRO DE LAS VIAS AEREAS SUPERIORES","NEUMONIA",40,"#80800098",0.59632737564563
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CONTROL DE SALUD",124,"#808000C2",0.761332497346293
"CATARRO DE LAS VIAS AEREAS SUPERIORES","GRIPE",29,"#8080008C",0.549427211241517
"CATARRO DE LAS VIAS AEREAS SUPERIORES","IRRITACION OCULAR",50,"#808000A0",0.628870914735188
"CATARRO DE LAS VIAS AEREAS SUPERIORES","VARICELA",11,"#80800068",0.408048602088398
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CONTROL POR OFTALMOLOGIA",14,"#80800071",0.443219982917986
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CONJUNTIVITIS",68,"#808000AC",0.673714874091192
"CATARRO DE LAS VIAS AEREAS SUPERIORES","FARINGITIS",71,"#808000AD",0.680011158498256
"CATARRO DE LAS VIAS AEREAS SUPERIORES","LUMBALGIA",15,"#80800074",0.453281990970259
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CONGESTION NASAL",18,"#8080007A",0.479871998503295
"CATARRO DE LAS VIAS AEREAS SUPERIORES","REACCION ALERGICA",19,"#8080007C",0.487757230760782
"CATARRO DE LAS VIAS AEREAS SUPERIORES","DIFICULTAD RESPIRATORIA",23,"#80800083",0.515620969279029
"CATARRO DE LAS VIAS AEREAS SUPERIORES","HERPANGINA",19,"#8080007C",0.487757230760782
"CATARRO DE LAS VIAS AEREAS SUPERIORES","RINORREA",12,"#8080006B",0.420738451880701
"CATARRO DE LAS VIAS AEREAS SUPERIORES","LARINGITIS",55,"#808000A4",0.642771072475921
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TRAUMATISMO FACIAL",12,"#8080006B",0.420738451880701
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CUADRO GRIPAL",31,"#8080008F",0.559153566048329
"CATARRO DE LAS VIAS AEREAS SUPERIORES","GASTROENTERITIS",56,"#808000A5",0.64539891421595
"CATARRO DE LAS VIAS AEREAS SUPERIORES","ODINOFAGIA",16,"#80800076",0.462694370907089
"CATARRO DE LAS VIAS AEREAS SUPERIORES","BRONQUITIS AGUDA",12,"#8080006B",0.420738451880701
"CATARRO DE LAS VIAS AEREAS SUPERIORES","RECIEN NACIDO",21,"#80800080",0.50235352954058
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TOS CON FIEBRE",60,"#808000A7",0.655460922268224
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CATARRO BRONQUIAL",17,"#80800078",0.471535942793228
"CATARRO DE LAS VIAS AEREAS SUPERIORES","VIROSIS RESPIRATORIA ALTA",14,"#80800071",0.443219982917986
"CATARRO DE LAS VIAS AEREAS SUPERIORES","BRONQUITIS",20,"#8080007E",0.495237909996648
"CATARRO DE LAS VIAS AEREAS SUPERIORES","DIARREA Y VOMITOS",19,"#8080007C",0.487757230760782
"CATARRO DE LAS VIAS AEREAS SUPERIORES","BRONQUIOLITIS",55,"#808000A4",0.642771072475921
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TOS SECA",18,"#8080007A",0.479871998503295
"CATARRO DE LAS VIAS AEREAS SUPERIORES","DERMATITIS ATOPICA",11,"#80800068",0.408048602088398
"CATARRO DE LAS VIAS AEREAS SUPERIORES","EVALUACION AUDIOLOGICA",35,"#80800093",0.576852987656526
"CATARRO DE LAS VIAS AEREAS SUPERIORES","NEUMONITIS",14,"#80800071",0.443219982917986
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CATARRO DE LAS VIAS AEREAS SUPERIORES Y TOS",14,"#80800071",0.443219982917986
"CATARRO DE LAS VIAS AEREAS SUPERIORES","OTITIS",16,"#80800076",0.462694370907089
"CATARRO DE LAS VIAS AEREAS SUPERIORES","EVALUACION INICIAL DEL PACIENTE",22,"#80800082",0.509138067737381
"CATARRO DE LAS VIAS AEREAS SUPERIORES","VOMITOS Y FIEBRE",12,"#8080006B",0.420738451880701
"CATARRO DE LAS VIAS AEREAS SUPERIORES","BRONCOESPASMO LEVE",12,"#8080006B",0.420738451880701
"CATARRO DE LAS VIAS AEREAS SUPERIORES","DIARREA CON SANGRE",11,"#80800068",0.408048602088398
"CATARRO DE LAS VIAS AEREAS SUPERIORES","RESFRIO",47,"#8080009E",0.619846927227046
"CATARRO DE LAS VIAS AEREAS SUPERIORES","LLANTO",21,"#80800080",0.50235352954058
"CATARRO DE LAS VIAS AEREAS SUPERIORES","FISIOTERAPIA RESPIRATORIA",13,"#8080006E",0.432411982084314
"CATARRO DE LAS VIAS AEREAS SUPERIORES","ESTRE—IMIENTO",15,"#80800074",0.453281990970259
"HEMORRAGIA DIGESTIVA ALTA","MEDICINA TRANSFUSIONAL",12,"#8080006B",0.420738451880701
"MIALGIA","APLASIA MEDULAR",16,"#80800076",0.462694370907089
"DESCOMPENSACION PSIQUIATRICA","CONTROL DE SALUD",12,"#8080006B",0.420738451880701
"DESCOMPENSACION PSIQUIATRICA","ANGUSTIA",52,"#808000A2",0.634590913382278
"DESCOMPENSACION PSIQUIATRICA","DEPRESION",17,"#80800078",0.471535942793228
"DESCOMPENSACION PSIQUIATRICA","REHABILITACION KINESICA",15,"#80800074",0.453281990970259
"DESCOMPENSACION PSIQUIATRICA","ANSIEDAD",28,"#8080008B",0.544309448566968
"DESCOMPENSACION PSIQUIATRICA","CONTROL POR PSIQUIATRIA",36,"#80800094",0.580961464152277
"DESCOMPENSACION PSIQUIATRICA","INTOXICACION MEDICAMENTOSA",11,"#80800068",0.408048602088398
"DESCOMPENSACION PSIQUIATRICA","FUGA DEL PACIENTE",12,"#8080006B",0.420738451880701
"OTITIS MEDIA AGUDA","OTALGIA",40,"#80800098",0.59632737564563
"OTITIS MEDIA AGUDA","VOMITOS",23,"#80800083",0.515620969279029
"OTITIS MEDIA AGUDA","TRAUMATISMO ENCEFALOCRANEANO",12,"#8080006B",0.420738451880701
"OTITIS MEDIA AGUDA","TOS",66,"#808000AB",0.669361080008957
"OTITIS MEDIA AGUDA","CONTROL DE SALUD",20,"#8080007E",0.495237909996648
"OTITIS MEDIA AGUDA","IRRITACION OCULAR",13,"#8080006E",0.432411982084314
"OTITIS MEDIA AGUDA","CONJUNTIVITIS",11,"#80800068",0.408048602088398
"OTITIS MEDIA AGUDA","FARINGITIS",26,"#80800088",0.533501447733296
"OTITIS MEDIA AGUDA","OTITIS",16,"#80800076",0.462694370907089
"CEFALEA","CERVICALGIA",15,"#80800074",0.453281990970259
"CEFALEA","OTALGIA",13,"#8080006E",0.432411982084314
"CEFALEA","HIPERTENSION ARTERIAL",17,"#80800078",0.471535942793228
"CEFALEA","VOMITOS",34,"#80800092",0.57262540844221
"CEFALEA","TRAUMATISMO ENCEFALOCRANEANO",15,"#80800074",0.453281990970259
"CEFALEA","TOS",26,"#80800088",0.533501447733296
"CEFALEA","CONTROL DE SALUD",42,"#8080009A",0.603442995189562
"CEFALEA","CONTROL POR OFTALMOLOGIA",12,"#8080006B",0.420738451880701
"CEFALEA","FARINGITIS",19,"#8080007C",0.487757230760782
"CEFALEA","LUMBALGIA",14,"#80800071",0.443219982917986
"CEFALEA","SINUSITIS",11,"#80800068",0.408048602088398
"CEFALEA","CUADRO GRIPAL",11,"#80800068",0.408048602088398
"CEFALEA","GASTROENTERITIS",14,"#80800071",0.443219982917986
"CEFALEA","MIGRA—A",28,"#8080008B",0.544309448566968
"CEFALEA","PUERPERIO",16,"#80800076",0.462694370907089
"CEFALEA","CEFALEA TENSIONAL",12,"#8080006B",0.420738451880701
"CEFALEA","APLASIA MEDULAR",16,"#80800076",0.462694370907089
"CERVICALGIA","CONTROL DE SALUD",18,"#8080007A",0.479871998503295
"CERVICALGIA","LUMBALGIA",12,"#8080006B",0.420738451880701
"OTALGIA","OTITIS EXTERNA",25,"#80800087",0.527781449086206
"OTALGIA","VOMITOS",38,"#80800096",0.588846696409764
"OTALGIA","TRAUMATISMO ENCEFALOCRANEANO",13,"#8080006E",0.432411982084314
"OTALGIA","TOS",83,"#808000B3",0.702785837917212
"OTALGIA","CONTROL DE SALUD",30,"#8080008D",0.554371456619242
"OTALGIA","FARINGITIS AGUDA",11,"#80800068",0.408048602088398
"OTALGIA","IRRITACION OCULAR",25,"#80800087",0.527781449086206
"OTALGIA","CONJUNTIVITIS",21,"#80800080",0.50235352954058
"OTALGIA","FARINGITIS",47,"#8080009E",0.619846927227046
"OTALGIA","ODINOFAGIA",11,"#80800068",0.408048602088398
"OTALGIA","OTITIS MEDIA AGUDA DERECHA",13,"#8080006E",0.432411982084314
"OTALGIA","TOS CON FIEBRE",12,"#8080006B",0.420738451880701
"OTALGIA","TOS SECA",13,"#8080006E",0.432411982084314
"OTALGIA","OTITIS",12,"#8080006B",0.420738451880701
"NAUSEAS Y VOMITOS","VOMITOS",12,"#8080006B",0.420738451880701
"GASTROENTERITIS AGUDA","VOMITOS",20,"#8080007E",0.495237909996648
"GASTROENTERITIS AGUDA","TOS",25,"#80800087",0.527781449086206
"GASTROENTERITIS AGUDA","GASTROENTERITIS",12,"#8080006B",0.420738451880701
"OTITIS EXTERNA","TOS",13,"#8080006E",0.432411982084314
"CONTRACCIONES UTERINAS","VOMITOS",11,"#80800068",0.408048602088398
"CONTRACCIONES UTERINAS","SANGRADO VAGINAL",17,"#80800078",0.471535942793228
"CONTRACCIONES UTERINAS","CONTROL DE SALUD",17,"#80800078",0.471535942793228
"CONTRACCIONES UTERINAS","CONTROL POR OBSTETRICIA",27,"#80800089",0.539005545125889
"CONTRACCIONES UTERINAS","EMBARAZO A TERMINO",30,"#8080008D",0.554371456619242
"CONTRACCIONES UTERINAS","CESAREA ELECTIVA",13,"#8080006E",0.432411982084314
"CONTRACCIONES UTERINAS","PUERPERIO",97,"#808000B9",0.725518170857712
"CONTRACCIONES UTERINAS","TRABAJO DE PARTO",30,"#8080008D",0.554371456619242
"CONTRACCIONES UTERINAS","MEDICINA TRANSFUSIONAL",18,"#8080007A",0.479871998503295
"CUADRO VIRAL","TOS",16,"#80800076",0.462694370907089
"HIPERTENSION ARTERIAL","TOS",13,"#8080006E",0.432411982084314
"HIPERTENSION ARTERIAL","NEUMONIA",11,"#80800068",0.408048602088398
"HIPERTENSION ARTERIAL","CONTROL DE SALUD",74,"#808000AF",0.686046831014865
"HIPERTENSION ARTERIAL","ANEMIA",13,"#8080006E",0.432411982084314
"HIPERTENSION ARTERIAL","CONTROL POR OFTALMOLOGIA",14,"#80800071",0.443219982917986
"HIPERTENSION ARTERIAL","CAIDA DESDE SU PROPIA ALTURA",11,"#80800068",0.408048602088398
"HIPERTENSION ARTERIAL","LUMBALGIA",23,"#80800083",0.515620969279029
"HIPERTENSION ARTERIAL","DOLOR TORACICO",12,"#8080006B",0.420738451880701
"HIPERTENSION ARTERIAL","DEMENCIA",12,"#8080006B",0.420738451880701
"HIPERTENSION ARTERIAL","ESTADO POSOPERATORIO",18,"#8080007A",0.479871998503295
"HIPERTENSION ARTERIAL","INSUFICIENCIA CARDIACA CONGESTIVA",14,"#80800071",0.443219982917986
"HIPERTENSION ARTERIAL","ACCIDENTE CEREBROVASCULAR",11,"#80800068",0.408048602088398
"HIPERTENSION ARTERIAL","INSUFICIENCIA RENAL CRONICA",12,"#8080006B",0.420738451880701
"HIPERTENSION ARTERIAL","MAREO",11,"#80800068",0.408048602088398
"HIPERTENSION ARTERIAL","REHABILITACION KINESICA",24,"#80800085",0.521827917529683
"HIPERTENSION ARTERIAL","DISLIPIDEMIA",30,"#8080008D",0.554371456619242
"HIPERTENSION ARTERIAL","EX TABAQUISTA",20,"#8080007E",0.495237909996648
"HIPERTENSION ARTERIAL","EVALUACION INICIAL DEL PACIENTE",21,"#80800080",0.50235352954058
"HIPERTENSION ARTERIAL","TABAQUISMO",12,"#8080006B",0.420738451880701
"HIPERTENSION ARTERIAL","PREQUIRURGICO",24,"#80800085",0.521827917529683
"HIPERTENSION ARTERIAL","ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA",12,"#8080006B",0.420738451880701
"HIPERTENSION ARTERIAL","ACCIDENTE CEREBROVASCULAR ISQUEMICO",23,"#80800083",0.515620969279029
"HIPERTENSION ARTERIAL","HIPERTENSION ARTERIAL ESENCIAL",20,"#8080007E",0.495237909996648
"HIPERTENSION ARTERIAL","DIABETES MELLITUS TIPO 2",15,"#80800074",0.453281990970259
"HIPERTENSION ARTERIAL","MEDICINA TRANSFUSIONAL",15,"#80800074",0.453281990970259
"HIPERTENSION ARTERIAL","ANGINA INESTABLE",11,"#80800068",0.408048602088398
"HIPERTENSION ARTERIAL","SINCOPE",11,"#80800068",0.408048602088398
"VOMITOS","TRAUMATISMO ENCEFALOCRANEANO",16,"#80800076",0.462694370907089
"VOMITOS","TOS",102,"#808000BB",0.732848420713786
"VOMITOS","NEUMONIA",23,"#80800083",0.515620969279029
"VOMITOS","CONTROL DE SALUD",61,"#808000A8",0.65787157666986
"VOMITOS","IRRITACION OCULAR",15,"#80800074",0.453281990970259
"VOMITOS","VARICELA",11,"#80800068",0.408048602088398
"VOMITOS","CONJUNTIVITIS",17,"#80800078",0.471535942793228
"VOMITOS","FARINGITIS",45,"#8080009C",0.613505003241836
"VOMITOS","LARINGITIS",15,"#80800074",0.453281990970259
"VOMITOS","CUADRO GRIPAL",15,"#80800074",0.453281990970259
"VOMITOS","GASTROENTERITIS",51,"#808000A1",0.631758955064804
"VOMITOS","TOS CON FIEBRE",22,"#80800082",0.509138067737381
"VOMITOS","DIARREA Y VOMITOS",18,"#8080007A",0.479871998503295
"VOMITOS","BRONQUIOLITIS",13,"#8080006E",0.432411982084314
"VOMITOS","PUERPERIO",11,"#80800068",0.408048602088398
"TRAUMATISMO ENCEFALOCRANEANO","TOS",57,"#808000A5",0.647980243032358
"TRAUMATISMO ENCEFALOCRANEANO","CONTROL DE SALUD",27,"#80800089",0.539005545125889
"TRAUMATISMO ENCEFALOCRANEANO","IRRITACION OCULAR",12,"#8080006B",0.420738451880701
"TRAUMATISMO ENCEFALOCRANEANO","FARINGITIS",17,"#80800078",0.471535942793228
"TRAUMATISMO ENCEFALOCRANEANO","GASTROENTERITIS",12,"#8080006B",0.420738451880701
"TRAUMATISMO ENCEFALOCRANEANO","RECIEN NACIDO",11,"#80800068",0.408048602088398
"TRAUMATISMO ENCEFALOCRANEANO","TOS CON FIEBRE",12,"#8080006B",0.420738451880701
"RECIEN NACIDO A TERMINO","CONTROL DE SALUD",21,"#80800080",0.50235352954058
